footprint_mb perf
0 27.442593
4 27.126949
8 27.516732
12 27.994583
16 27.815792
20 27.989713
24 28.823729
28 28.453359
32 29.35285
36 30.424411
40 32.031071
44 32.669387
48 35.637845
52 37.557238
56 40.193864
60 41.564154
64 42.390972
68 42.916588
72 43.494163
76 43.988817
80 44.745068
84 45.230953
88 44.559127
92 44.994538
96 44.959404
100 45.089144
104 45.07843
108 44.879039
112 44.66124
