footprint_mb perf
0 94.584926
4 100.509719
8 104.706108
12 108.328441
16 111.455753
20 113.643971
24 116.002167
28 120.143848
32 125.648951
36 141.253198
40 155.23165
44 179.442038
48 196.587779
52 205.74456
56 214.938212
60 221.730654
64 226.642872
68 228.817661
72 231.828555
76 231.617965
80 232.607659
84 233.347901
88 232.286851
92 233.670172
96 233.379864
100 233.0942
104 234.206895
108 234.379117
112 235.842292
