footprint_mb perf
0 43.363271
4 47.46777
8 48.649572
12 50.713022
16 51.630141
20 51.863679
24 51.91875
28 51.87609
32 52.0944
36 52.257531
40 52.583135
44 52.558479
48 52.855297
52 53.055289
56 53.30884
60 53.84952
64 53.786509
68 54.251125
72 54.350224
76 54.371171
80 54.793247
84 54.926132
88 54.771692
92 54.897825
96 55.230438
100 54.806183
104 55.170125
108 55.236638
112 55.276342
