footprint_mb perf
0 42.853972
4 55.244958
8 56.043104
12 55.905855
16 58.001438
20 60.175922
24 63.359541
28 62.290053
32 62.391528
36 62.666453
40 63.427617
44 63.103614
48 63.414189
52 63.784757
56 64.32457
60 63.751503
64 64.900719
68 64.349764
72 64.825851
76 65.050727
80 65.317839
84 65.05927
88 65.036834
92 64.889939
96 64.844546
100 64.844433
104 65.288095
108 65.252149
112 65.346255
