footprint_mb perf
0 21.56245
4 21.249842
8 21.309443
12 21.469001
16 21.507454
20 21.509821
24 21.54129
28 21.586842
32 21.808875
36 21.912751
40 22.450719
44 22.92026
48 23.846217
52 24.620651
56 26.05201
60 27.011664
64 28.06528
68 28.443967
72 29.246267
76 29.549965
80 30.010722
84 30.246154
88 30.261859
92 30.488934
96 30.545993
100 30.636445
104 30.512976
108 30.689846
112 30.542049
