footprint_mb perf
0 58.601737
4 62.890963
8 60.937658
12 65.838816
16 66.441467
20 64.516856
24 63.476205
28 68.192948
32 65.211937
36 67.172912
40 68.600277
44 70.938355
48 75.528459
52 77.410416
56 84.613492
60 87.705932
64 92.976297
68 93.744168
72 96.646996
76 97.172819
80 99.420178
84 100.32416
88 100.824035
92 101.117098
96 102.750058
100 105.858606
104 105.649337
108 102.417484
112 105.387104
