footprint_mb perf
0 1.990226
4 1.850968
8 1.847773
12 1.922888
16 1.990462
20 1.900763
24 1.963975
28 1.918384
32 1.91082
36 2.000152
40 2.034248
44 2.074389
48 2.113827
52 2.218976
56 2.381037
60 2.367561
64 2.418982
68 2.540913
72 2.67633
76 2.723546
80 2.624402
84 2.635476
88 2.698302
92 2.676376
96 2.713054
100 2.739015
104 2.976569
108 2.741133
112 2.728507
