footprint_mb perf
0 88.780921
4 88.797566
8 88.995473
12 89.662467
16 89.963851
20 91.150669
24 92.43358
28 93.61274
32 94.677737
36 97.896162
40 98.459199
44 101.164569
48 106.682672
52 109.716952
56 109.793167
60 117.478301
64 120.413994
68 125.548473
72 126.364928
76 126.4255
80 128.361084
84 130.340156
88 131.210365
92 133.010869
96 134.601355
100 132.432157
104 134.948398
108 132.081878
112 132.516595
