footprint_mb perf
0 101.273507
4 105.078275
8 108.151173
12 110.493884
16 112.983314
20 113.958075
24 116.848415
28 121.147987
32 128.387399
36 136.891179
40 149.468853
44 167.249515
48 182.789416
52 195.849516
56 206.190204
60 213.40093
64 217.996488
68 220.514915
72 223.875392
76 227.35065
80 228.386828
84 229.403441
88 228.023291
92 229.50098
96 231.246072
100 230.121602
104 229.34524
108 229.770612
112 230.550159
