footprint_mb perf
0 28.616422
4 28.294609
8 28.619762
12 28.607644
16 28.596662
20 29.092595
24 28.847915
28 29.327246
32 29.849798
36 30.825685
40 31.845639
44 33.779652
48 35.940507
52 37.835651
56 40.716784
60 42.652492
64 43.370763
68 43.476731
72 44.946502
76 45.031809
80 45.446508
84 45.295605
88 45.687349
92 45.460695
96 45.620992
100 46.312596
104 45.68421
108 46.039232
112 46.083201
