footprint_mb perf
0 51.675388
4 54.454445
8 55.870006
12 57.023231
16 59.262583
20 60.922015
24 62.257259
28 64.131499
32 65.719909
36 69.150486
40 72.50734
44 77.92436
48 83.599236
52 91.923014
56 105.068756
60 117.380426
64 129.985556
68 138.685626
72 145.84409
76 153.050821
80 161.120357
84 161.002317
88 163.334694
92 166.34334
96 169.082202
100 173.025216
104 168.731185
108 169.407581
112 175.651246
