footprint_mb perf
0 28.914041
4 29.931713
8 30.359058
12 31.588526
16 32.467309
20 32.996705
24 33.769302
28 35.028272
32 36.042127
36 37.139967
40 38.897939
44 40.838324
48 43.295879
52 46.486008
56 48.162104
60 53.711641
64 57.620849
68 61.023515
72 65.004198
76 65.731056
80 68.239282
84 69.304005
88 69.901354
92 70.674851
96 71.799678
100 72.426227
104 71.824359
108 73.267428
112 72.346678
