footprint_mb perf
0 16.991541
4 17.067403
8 17.100414
12 17.272298
16 17.59951
20 17.975509
24 18.229188
28 18.920492
32 19.170256
36 19.769739
40 20.666773
44 21.000882
48 22.412011
52 24.151407
56 25.21486
60 26.10989
64 28.490895
68 29.101459
72 30.391043
76 31.057614
80 31.076676
84 31.273351
88 31.716986
92 31.541214
96 32.560632
100 32.012518
104 31.494768
108 32.010026
112 32.710608
