footprint_mb perf
0 11.406576
4 11.228394
8 11.337028
12 11.331332
16 11.210132
20 11.289109
24 11.425103
28 11.41574
32 11.592847
36 11.686022
40 11.863332
44 12.49472
48 12.604418
52 13.515918
56 13.66454
60 13.495617
64 13.24171
68 12.916281
72 12.783681
76 12.992018
80 12.761964
84 12.591973
88 12.367533
92 12.762871
96 12.904384
100 12.714179
104 12.773004
108 12.854947
112 12.861492
