footprint_mb perf
0 19.40978
4 19.531614
8 19.618128
12 19.789164
16 19.874819
20 20.204553
24 20.281377
28 20.760167
32 20.921579
36 21.628487
40 21.94484
44 22.295441
48 23.18975
52 24.017
56 25.380649
60 26.475605
64 27.702381
68 27.992075
72 28.69346
76 28.855362
80 28.88906
84 29.167758
88 29.007783
92 29.158313
96 29.532596
100 29.187221
104 29.283783
108 29.551096
112 29.376374
