footprint_mb perf
0 21.058371
4 21.071096
8 21.136199
12 21.07889
16 21.141699
20 21.289192
24 21.600888
28 21.517179
32 21.654056
36 21.83461
40 22.388881
44 22.071016
48 22.825414
52 22.697712
56 22.801639
60 23.291198
64 23.442554
68 23.456981
72 23.715478
76 23.869387
80 23.946752
84 23.762608
88 23.949502
92 24.002825
96 23.729038
100 23.772011
104 23.859542
108 23.911367
112 23.987591
