footprint_mb perf
0 59.000776
4 62.95638
8 61.413379
12 64.043416
16 62.715745
20 67.151198
24 67.886455
28 65.917851
32 69.438465
36 70.709762
40 72.265175
44 72.962213
48 74.769933
52 79.08626
56 82.094933
60 88.258219
64 91.771688
68 94.601892
72 97.859687
76 100.996162
80 102.428824
84 103.153996
88 105.029305
92 105.199819
96 106.840843
100 104.762646
104 104.370419
108 103.709023
112 104.808191
