footprint_mb perf
0 11.647877
1 11.706772
2 11.75484
3 11.803097
4 11.819424
5 11.924258
6 12.089824
7 12.33431
8 12.547562
9 12.846068
10 13.216271
11 13.972468
12 14.846944
13 15.897988
14 16.654108
15 17.600572
16 18.454422
17 19.140756
18 19.643531
19 20.141096
20 20.572615
21 21.050301
22 21.577901
23 21.8354
24 22.063838
25 22.346494
26 22.556851
27 22.630026
28 22.851328
29 22.907791
