footprint_mb perf
0 11.091199
4 11.64795
8 11.162487
12 11.271136
16 11.245209
20 11.234173
24 11.179386
28 11.354636
32 11.515529
36 11.671237
40 11.908303
44 12.036741
48 12.752521
52 13.56789
56 13.740094
60 13.388732
64 12.958432
68 13.167009
72 13.069492
76 12.970695
80 12.671686
84 12.673036
88 12.954447
92 12.422749
96 12.489215
100 12.595566
104 12.32129
108 12.751522
112 12.475845
