footprint_mb perf
0 19.405759
4 19.494496
8 19.527945
12 19.681338
16 19.851931
20 20.066445
24 20.297962
28 20.552222
32 21.015581
36 21.423886
40 21.97179
44 22.112487
48 23.18731
52 24.60298
56 25.238664
60 26.407162
64 27.145442
68 28.543036
72 28.286691
76 29.315316
80 29.254378
84 28.943342
88 28.567979
92 29.184318
96 29.050704
100 29.321358
104 29.266258
108 29.249752
112 29.034838
