footprint_mb perf
0 13.607194
4 13.478453
8 13.629167
12 13.562846
16 13.707537
20 13.854679
24 14.009785
28 14.082295
32 14.408389
36 14.834357
40 15.267728
44 15.672955
48 16.319225
52 17.100544
56 17.99175
60 18.671252
64 19.114762
68 19.480403
72 19.765799
76 19.751907
80 20.135499
84 20.120062
88 20.191993
92 20.370579
96 20.43669
100 20.143395
104 20.213278
108 20.333859
112 20.200149
