600.perlbench_s 4
602.gcc_s 4
605.mcf_s 4
620.omnetpp_s 4
623.xalancbmk_s 4
625.x264_s 4
631.deepsjeng_s 4
641.leela_s 4
648.exchange2_s 4
657.xz_s 4
603.bwaves_s 36
607.cactuBSSN_s 12
619.lbm_s 60
627.cam4_s 4
628.pop2_s 24
638.imagick_s 4
644.nab_s 4
649.fotonik3d_s 48
654.roms_s 40
