footprint_mb perf
0 18.789492
1 19.258302
2 19.295233
3 19.455394
4 19.624497
5 19.993817
6 20.168589
7 20.491973
8 21.218074
9 21.805989
10 22.49047
11 23.795263
12 24.663148
13 25.614451
14 27.153921
15 28.434819
16 29.630431
17 30.581922
18 30.884567
19 31.468424
20 31.702554
21 32.171288
22 32.459515
23 32.613715
24 32.568215
25 32.557949
26 32.867573
27 32.706052
28 32.951148
29 33.189947
