0 6665888.0
4 7174719.0
8 7470548.0
12 7653479.5
16 7770331.5
20 7852486.5
24 7962923.5
28 8206930.0
32 8372164.0
36 8690459.0
40 9113391.5
44 10362593.5
48 11148652.5
52 13136699.0
56 14256963.5
60 16178468.0
64 17773459.5
68 18945037.0
72 20032833.5
76 20486214.0
80 21218234.5
84 21715174.0
88 21826474.0
92 22014676.5
96 22206228.0
100 22379872.0
104 22392434.5
108 22608329.0
112 22486301.0
