footprint_mb perf
0 62.197858
4 76.897997
8 76.33816
12 80.189225
16 80.706633
20 82.225838
24 82.978267
28 83.967336
32 85.114591
36 86.316778
40 88.150139
44 89.594407
48 92.031575
52 94.114471
56 96.188463
60 102.052642
64 102.057561
68 103.097417
72 103.964938
76 105.630967
80 107.511486
84 108.203745
88 107.377873
92 107.962197
96 108.043355
100 108.079818
104 109.226913
108 108.427246
112 109.752637
