footprint_mb perf
0 99.110462
4 113.454344
8 113.7495
12 114.330937
16 116.328341
20 121.075365
24 125.09622
28 123.332559
32 126.232863
36 126.511397
40 127.400744
44 127.558696
48 128.286537
52 128.735134
56 129.111656
60 128.988281
64 129.783742
68 132.439728
72 130.127613
76 130.057159
80 130.338839
84 130.045302
88 130.454184
92 130.754933
96 130.602112
100 130.375415
104 130.431647
108 130.583377
112 130.545915
