footprint_mb perf
0 88.919696
4 89.294257
8 89.542926
12 90.020319
16 91.401456
20 92.541476
24 93.718146
28 95.181102
32 96.020429
36 98.041345
40 99.173754
44 104.137819
48 104.95477
52 110.316115
56 111.812161
60 117.996142
64 122.384803
68 122.917867
72 130.271646
76 128.347166
80 131.735933
84 131.561308
88 132.289898
92 133.109238
96 134.535153
100 135.588024
104 135.420225
108 135.407889
112 135.204144
