footprint_mb perf
0 2.107626
4 2.286469
8 2.119397
12 2.254108
16 2.155989
20 2.237737
24 2.299838
28 2.21727
32 2.258385
36 2.357356
40 2.478574
44 2.324306
48 2.453432
52 2.55545
56 2.763415
60 2.727659
64 2.975036
68 2.918406
72 3.084761
76 3.094944
80 3.031889
84 2.945788
88 3.115439
92 3.035918
96 3.255945
100 3.226245
104 3.117992
108 3.058725
112 3.104321
