name1 name2 expected1 expected2 actual1 actual2
600.perlbench_s 602.gcc_s 0.7578100817016062 0.7537878134616416 0.8666729664309306 0.8670290669467641
600.perlbench_s 605.mcf_s 0.7578100817016062 0.8075710602513114 0.8552107526923115 0.9156497241665353
600.perlbench_s 620.omnetpp_s 0.7578100817016062 0.9040071055533461 0.7625379052492447 0.9954895282647668
600.perlbench_s 623.xalancbmk_s 0.7578100817016062 0.7431926142276197 0.8623202186446903 0.8680447390340993
600.perlbench_s 625.x264_s 0.7578100817016062 0.7608696020667036 0.8664654810010699 0.8659363279257422
600.perlbench_s 631.deepsjeng_s 0.7578100817016062 0.8369236804278933 0.8620908863527255 0.9435296740057553
600.perlbench_s 641.leela_s 0.7578100817016062 0.7509525938452929 0.8631894704425042 0.8651613260293195
600.perlbench_s 648.exchange2_s 0.7578100817016062 0.7757082917865554 0.8819835259005504 0.8686785027366523
600.perlbench_s 657.xz_s 0.7578100817016062 0.8088358660369267 0.8155508424072245 0.9402631502861643
600.perlbench_s 603.bwaves_s 0.7578100817016062 0.9135308231248276 0.8441662718799843 0.987200980236421
600.perlbench_s 607.cactuBSSN_s 0.7578100817016062 0.8515656030295939 0.824963359103496 0.9793899201715015
600.perlbench_s 619.lbm_s 0.5812385806224267 0.8458480466033982 0.7350027377695565 0.9750239634039605
600.perlbench_s 627.cam4_s 0.7578100817016062 0.7917645606108872 0.8510479182148788 0.9099127875739198
600.perlbench_s 628.pop2_s 0.7578100817016062 0.8705599476759788 0.7673038607360132 0.9628204360602078
600.perlbench_s 638.imagick_s 0.7578100817016062 0.8490935414148113 0.8605730376637666 0.9924996464582546
600.perlbench_s 644.nab_s 0.7578100817016062 0.8735713283926791 0.8542385896559432 0.98409808281425
600.perlbench_s 649.fotonik3d_s 0.6010515550844074 0.8919045756161993 0.6901646921390424 0.9650281336549941
600.perlbench_s 654.roms_s 0.6567012152547472 0.9164651190337699 0.6935688068666068 0.995253234262944
602.gcc_s 605.mcf_s 0.7537878134616416 0.8075710602513114 0.8439035862367728 0.91798489846345
602.gcc_s 620.omnetpp_s 0.7537878134616416 0.9040071055533461 0.7793456831395543 0.996588743984986
602.gcc_s 623.xalancbmk_s 0.7537878134616416 0.7431926142276197 0.8746913436163466 0.8672165819389451
602.gcc_s 625.x264_s 0.7537878134616416 0.7608696020667036 0.8660521266406973 0.8653224038415661
602.gcc_s 631.deepsjeng_s 0.7537878134616416 0.8369236804278933 0.8637443968708649 0.9382454635951117
602.gcc_s 641.leela_s 0.7537878134616416 0.7509525938452929 0.86850727770533 0.8614804262369609
602.gcc_s 648.exchange2_s 0.7537878134616416 0.7757082917865554 0.8795400813419448 0.8690705909985539
602.gcc_s 657.xz_s 0.7537878134616416 0.8088358660369267 0.8359264526219882 0.9219123206200435
602.gcc_s 603.bwaves_s 0.7537878134616416 0.9135308231248276 0.8424865558871139 0.9843246297933451
602.gcc_s 607.cactuBSSN_s 0.7537878134616416 0.8515656030295939 0.8293627953747543 0.9762356395400004
602.gcc_s 619.lbm_s 0.579414615058316 0.8458480466033982 0.6973409357330572 0.9424281956012616
602.gcc_s 627.cam4_s 0.7537878134616416 0.7917645606108872 0.8517418354344827 0.9140015121341922
602.gcc_s 628.pop2_s 0.7537878134616416 0.8705599476759788 0.7763399101172154 0.96618115537598
602.gcc_s 638.imagick_s 0.7537878134616416 0.8490935414148113 0.8642698374654856 0.9884493935193874
602.gcc_s 644.nab_s 0.7537878134616416 0.8735713283926791 0.8645003423457823 0.9859206855589586
602.gcc_s 649.fotonik3d_s 0.6049919665170493 0.8919045756161993 0.6892303793999739 0.9664266832189673
602.gcc_s 654.roms_s 0.6586925345688015 0.9164651190337699 0.6939503295568852 0.9840113116608838
605.mcf_s 620.omnetpp_s 0.8075710602513114 0.9040071055533461 0.8072440415771115 0.9536601928428019
605.mcf_s 623.xalancbmk_s 0.8075710602513114 0.7431926142276197 0.885018651607714 0.8533303931489662
605.mcf_s 625.x264_s 0.8075710602513114 0.7608696020667036 0.8596013411782853 0.8484458129734939
605.mcf_s 631.deepsjeng_s 0.8075710602513114 0.8369236804278933 0.8909003269294348 0.9246087297129472
605.mcf_s 641.leela_s 0.8075710602513114 0.7509525938452929 0.9217189747611729 0.8533642557378209
605.mcf_s 648.exchange2_s 0.8075710602513114 0.7757082917865554 0.9380577434804799 0.8569771775186376
605.mcf_s 657.xz_s 0.8075710602513114 0.8088358660369267 0.8607534926299274 0.8884925591266852
605.mcf_s 603.bwaves_s 0.8075710602513114 0.9135308231248276 0.8615450991337136 0.9896647168172977
605.mcf_s 607.cactuBSSN_s 0.8075710602513114 0.8515656030295939 0.8763716722510946 0.9799786134071646
605.mcf_s 619.lbm_s 0.6274052592490492 0.8458480466033982 0.7352335070246485 0.945584466729812
605.mcf_s 627.cam4_s 0.8075710602513114 0.7917645606108872 0.8399658398851322 0.9015673350536818
605.mcf_s 628.pop2_s 0.8075710602513114 0.8705599476759788 0.8037283715814425 0.9431748234789112
605.mcf_s 638.imagick_s 0.8075710602513114 0.8490935414148113 0.8605565379080224 0.9904005278427409
605.mcf_s 644.nab_s 0.8075710602513114 0.8735713283926791 0.8890818429730225 0.9762644731599899
605.mcf_s 649.fotonik3d_s 0.639489931403729 0.8919045756161993 0.7295965483530868 0.961857940692397
605.mcf_s 654.roms_s 0.705032088695759 0.9164651190337699 0.7115091355478639 0.9627971677285494
620.omnetpp_s 623.xalancbmk_s 0.9040071055533461 0.7431926142276197 1.004994878773044 0.7857352065137587
620.omnetpp_s 625.x264_s 0.9040071055533461 0.7608696020667036 0.9915864759294806 0.7793706930544654
620.omnetpp_s 631.deepsjeng_s 0.9040071055533461 0.8369236804278933 0.9809630542209797 0.8440699887765549
620.omnetpp_s 641.leela_s 0.9040071055533461 0.7509525938452929 0.9918043308183226 0.7792286963078183
620.omnetpp_s 648.exchange2_s 0.9040071055533461 0.7757082917865554 0.98876718415293 0.7706857595538024
620.omnetpp_s 657.xz_s 0.9040071055533461 0.8088358660369267 0.9477767866082731 0.8028419811489499
620.omnetpp_s 603.bwaves_s 0.9040071055533461 0.9135308231248276 0.9156074941166505 0.9110169343339062
620.omnetpp_s 607.cactuBSSN_s 0.9040071055533461 0.8515656030295939 0.9336082098426535 0.9149952666700425
620.omnetpp_s 619.lbm_s 0.6186376922214233 0.8458480466033982 0.708665903578193 0.8775777045276544
620.omnetpp_s 627.cam4_s 0.9040071055533461 0.7917645606108872 0.966724436787365 0.8053590226203465
620.omnetpp_s 628.pop2_s 0.9040071055533461 0.8705599476759788 0.8817314257837114 0.898067019009272
620.omnetpp_s 638.imagick_s 0.9040071055533461 0.8490935414148113 0.9669761323401124 0.8971144363144571
620.omnetpp_s 644.nab_s 0.9040071055533461 0.8735713283926791 0.9704084333122606 0.9019768162280806
620.omnetpp_s 649.fotonik3d_s 0.6758225502813595 0.8919045756161993 0.7476438231568663 0.9116029533350869
620.omnetpp_s 654.roms_s 0.7926331037950781 0.9164651190337699 0.8028010103211046 0.9390326228199227
623.xalancbmk_s 625.x264_s 0.7431926142276197 0.7608696020667036 0.87538096534047 0.8685635723817515
623.xalancbmk_s 631.deepsjeng_s 0.7431926142276197 0.8369236804278933 0.8537510989992555 0.9411574109263029
623.xalancbmk_s 641.leela_s 0.7431926142276197 0.7509525938452929 0.8702025073607562 0.8666966121423072
623.xalancbmk_s 648.exchange2_s 0.7431926142276197 0.7757082917865554 0.8637521445818228 0.8652522076323863
623.xalancbmk_s 657.xz_s 0.7431926142276197 0.8088358660369267 0.832711474408285 0.9441229227159561
623.xalancbmk_s 603.bwaves_s 0.7431926142276197 0.9135308231248276 0.8454543515501911 0.9825293279188341
623.xalancbmk_s 607.cactuBSSN_s 0.7431926142276197 0.8515656030295939 0.8302258213093026 0.9924502770896806
623.xalancbmk_s 619.lbm_s 0.6059525707917384 0.8458480466033982 0.7851548048601505 1.000759468856653
623.xalancbmk_s 627.cam4_s 0.7431926142276197 0.7917645606108872 0.8704517167086088 0.8990046228332268
623.xalancbmk_s 628.pop2_s 0.7431926142276197 0.8705599476759788 0.7900916691240398 0.9867160705098168
623.xalancbmk_s 638.imagick_s 0.7431926142276197 0.8490935414148113 0.8608963472930523 0.9705178934770698
623.xalancbmk_s 644.nab_s 0.7431926142276197 0.8735713283926791 0.8597225318738955 0.9824038974986746
623.xalancbmk_s 649.fotonik3d_s 0.6225276144471743 0.8919045756161993 0.7118284283952734 0.9755332783470745
623.xalancbmk_s 654.roms_s 0.6660815262461534 0.9164651190337699 0.7106073937678536 0.9923486708515699
625.x264_s 631.deepsjeng_s 0.7608696020667036 0.8369236804278933 0.8686472669871255 0.9399371122168104
625.x264_s 641.leela_s 0.7608696020667036 0.7509525938452929 0.8725750045165757 0.8652528886977887
625.x264_s 648.exchange2_s 0.7608696020667036 0.7757082917865554 0.8736038949504285 0.8648749560927861
625.x264_s 657.xz_s 0.7608696020667036 0.8088358660369267 0.8230740289913733 0.9362646932981336
625.x264_s 603.bwaves_s 0.7608696020667036 0.9135308231248276 0.853164778487344 0.9866285775997129
625.x264_s 607.cactuBSSN_s 0.7608696020667036 0.8515656030295939 0.8409742745892353 0.9845707532820512
625.x264_s 619.lbm_s 0.6202573905705497 0.8458480466033982 0.7941476625014259 0.9918106055831145
625.x264_s 627.cam4_s 0.7608696020667036 0.7917645606108872 0.8640155151577805 0.8829505744014677
625.x264_s 628.pop2_s 0.7608696020667036 0.8705599476759788 0.7974029093923028 0.9876828571489935
625.x264_s 638.imagick_s 0.7608696020667036 0.8490935414148113 0.8625972423281619 0.9694585190576903
625.x264_s 644.nab_s 0.7608696020667036 0.8735713283926791 0.8621396377407385 0.983371922536113
625.x264_s 649.fotonik3d_s 0.637194915768961 0.8919045756161993 0.7115038156692679 0.9709166530416206
625.x264_s 654.roms_s 0.6788130452651242 0.9164651190337699 0.7181754656492546 0.9948051180292276
631.deepsjeng_s 641.leela_s 0.8369236804278933 0.7509525938452929 0.9420866763930639 0.8615355390138025
631.deepsjeng_s 648.exchange2_s 0.8369236804278933 0.7757082917865554 0.9445347657298098 0.8601901039982816
631.deepsjeng_s 657.xz_s 0.8369236804278933 0.8088358660369267 0.8957409992760361 0.9246605062591332
631.deepsjeng_s 603.bwaves_s 0.8369236804278933 0.9135308231248276 0.9105338571270898 0.982158515956251
631.deepsjeng_s 607.cactuBSSN_s 0.8369236804278933 0.8515656030295939 0.8872037209116376 0.9358750123616928
631.deepsjeng_s 619.lbm_s 0.6646261694680522 0.8458480466033982 0.7732466342864928 0.9957679069862302
631.deepsjeng_s 627.cam4_s 0.8369236804278933 0.7917645606108872 0.9220732355371728 0.9155105148495905
631.deepsjeng_s 628.pop2_s 0.8369236804278933 0.8705599476759788 0.8442293081770245 0.9499270592014166
631.deepsjeng_s 638.imagick_s 0.8369236804278933 0.8490935414148113 0.9322907521233336 0.9828410386497931
631.deepsjeng_s 644.nab_s 0.8369236804278933 0.8735713283926791 0.9345465853669518 0.9825897918687103
631.deepsjeng_s 649.fotonik3d_s 0.6955378987832049 0.8919045756161993 0.7535557770852148 0.9694913347005482
631.deepsjeng_s 654.roms_s 0.7442458504269964 0.9164651190337699 0.7673681792751289 0.9888549274400862
641.leela_s 648.exchange2_s 0.7509525938452929 0.7757082917865554 0.879363228938266 0.866703029231578
641.leela_s 657.xz_s 0.7509525938452929 0.8088358660369267 0.8327681168894095 0.9468819564631715
641.leela_s 603.bwaves_s 0.7509525938452929 0.9135308231248276 0.8476107210937274 0.9818841223549447
641.leela_s 607.cactuBSSN_s 0.7509525938452929 0.8515656030295939 0.8358291707559954 0.9805361203697642
641.leela_s 619.lbm_s 0.6229562840912442 0.8458480466033982 0.7709055252424943 0.9752233834275981
641.leela_s 627.cam4_s 0.7509525938452929 0.7917645606108872 0.8550866653374544 0.8967893318769002
641.leela_s 628.pop2_s 0.7509525938452929 0.8705599476759788 0.7877506701686624 0.9827716508602181
641.leela_s 638.imagick_s 0.7509525938452929 0.8490935414148113 0.859531372269998 0.9674432159253081
641.leela_s 644.nab_s 0.7509525938452929 0.8735713283926791 0.8601226716636124 0.9827192760583723
641.leela_s 649.fotonik3d_s 0.6394667247422131 0.8919045756161993 0.7126152116516945 0.9729714663661226
641.leela_s 654.roms_s 0.6687073813524647 0.9164651190337699 0.7159464363680914 0.9928315777771765
648.exchange2_s 657.xz_s 0.7757082917865554 0.8088358660369267 0.8215101627760868 0.9462939645129259
648.exchange2_s 603.bwaves_s 0.7757082917865554 0.9135308231248276 0.8567379628471077 0.9959356935983134
648.exchange2_s 607.cactuBSSN_s 0.7757082917865554 0.8515656030295939 0.8455245007486322 0.9923494601856343
648.exchange2_s 619.lbm_s 0.6659538331795591 0.8458480466033982 0.8226658080290219 0.9867973267827562
648.exchange2_s 627.cam4_s 0.7757082917865554 0.7917645606108872 0.8658935235495335 0.9544875841317565
648.exchange2_s 628.pop2_s 0.7757082917865554 0.8705599476759788 0.7886070904538703 0.9654637373267525
648.exchange2_s 638.imagick_s 0.7757082917865554 0.8490935414148113 0.8597196677050807 1.0156290366570122
648.exchange2_s 644.nab_s 0.7757082917865554 0.8735713283926791 0.8514656492335916 0.9851240101342993
648.exchange2_s 649.fotonik3d_s 0.6662146672725523 0.8919045756161993 0.7402254633430763 0.9789737206731968
648.exchange2_s 654.roms_s 0.6838423103346858 0.9164651190337699 0.7280160469187574 1.0001403428491327
657.xz_s 603.bwaves_s 0.8088358660369267 0.9135308231248276 0.8647901305375091 0.9284001766501745
657.xz_s 607.cactuBSSN_s 0.8088358660369267 0.8515656030295939 0.864754748040811 0.9510398349653997
657.xz_s 619.lbm_s 0.6032921076965488 0.8458480466033982 0.7126966975239933 0.9217658620290136
657.xz_s 627.cam4_s 0.8088358660369267 0.7917645606108872 0.9126997992250205 0.887447480939964
657.xz_s 628.pop2_s 0.8088358660369267 0.8705599476759788 0.8169019413476236 0.9482979170644009
657.xz_s 638.imagick_s 0.8088358660369267 0.8490935414148113 0.9251698598547041 0.9711621025284328
657.xz_s 644.nab_s 0.8088358660369267 0.8735713283926791 0.9388835704756345 0.963892516327763
657.xz_s 649.fotonik3d_s 0.6466249283970781 0.8919045756161993 0.7184386936094337 0.9525091832119645
657.xz_s 654.roms_s 0.7205766878833221 0.9164651190337699 0.7291014207350512 0.9705018741259801
603.bwaves_s 607.cactuBSSN_s 0.9135308231248276 0.8515656030295939 0.9848997720880986 0.9547568780525485
603.bwaves_s 619.lbm_s 0.7993063922637548 0.8458480466033982 0.9319248368834618 0.9037889886077037
603.bwaves_s 627.cam4_s 0.9135308231248276 0.7917645606108872 0.9833049292909151 0.9068005155954056
603.bwaves_s 628.pop2_s 0.9135308231248276 0.8705599476759788 0.9344141016615355 0.9397504606503755
603.bwaves_s 638.imagick_s 0.9135308231248276 0.8490935414148113 0.9963753170146836 1.0345614227577478
603.bwaves_s 644.nab_s 0.9135308231248276 0.8735713283926791 1.001514357495905 0.9783096313652897
603.bwaves_s 649.fotonik3d_s 0.8134349012283891 0.8919045756161993 0.8746446382707455 0.9199096542085716
603.bwaves_s 654.roms_s 0.8297994599094243 0.9164651190337699 0.8625179358079922 0.9364899102190962
607.cactuBSSN_s 619.lbm_s 0.7322143120964225 0.8458480466033982 0.8637677630772135 0.9223521533365732
607.cactuBSSN_s 627.cam4_s 0.8515656030295939 0.7917645606108872 0.9452845602989578 0.9267147865739159
607.cactuBSSN_s 628.pop2_s 0.8515656030295939 0.8705599476759788 0.8772875129735112 0.9524789928806
607.cactuBSSN_s 638.imagick_s 0.8515656030295939 0.8490935414148113 0.9699895614230782 0.9620630099066162
607.cactuBSSN_s 644.nab_s 0.8515656030295939 0.8735713283926791 0.9615073959905054 0.9714636972300693
607.cactuBSSN_s 649.fotonik3d_s 0.7544296025446247 0.8919045756161993 0.8321078795969391 0.9514481575679636
607.cactuBSSN_s 654.roms_s 0.7939282322017643 0.9164651190337699 0.8105286083413726 0.959154404694214
619.lbm_s 627.cam4_s 0.8458480466033982 0.6911422853097376 0.955183022976713 0.8195847372817342
619.lbm_s 628.pop2_s 0.8458480466033982 0.7472829243277266 0.8675012027203439 0.8311325575959907
619.lbm_s 638.imagick_s 0.8458480466033982 0.7430788625819759 0.9909675999513088 0.9400212224469833
619.lbm_s 644.nab_s 0.8458480466033982 0.7483438957228906 0.997983814771336 0.9569972052286367
619.lbm_s 649.fotonik3d_s 0.6090943937008523 0.6954619126790095 0.7415003779084053 0.765489645138629
